Year,Team,Rk,Conf,AdjEM,AdjO,Strength_of_Schedule_AdjD,NCSOS_AdjT,Seed,W,L
2002,Duke,1,ACC,34.19,121.0,1,86.8,1,31,4
2002,Cincinnati,2,CUSA,30.19,118.1,7,87.9,1,31,4
2002,Maryland,3,ACC,29.25,119.2,4,89.9,1,32,4
2002,Kansas,4,B12,28.99,118.7,5,89.7,1,33,4
2002,Oklahoma,5,B12,26.04,114.9,20,88.9,2,31,5
2002,Indiana,6,B10,24.8,114.0,26,89.2,5,25,12
2002,Florida,7,SEC,24.72,115.1,19,90.4,5,22,9
2002,Illinois,8,B10,23.21,115.7,17,92.5,4,26,9
2002,Oregon,9,P10,22.97,119.2,3,96.3,2,26,9
2002,Kentucky,10,SEC,22.21,113.4,29,91.2,4,22,10
2002,Marquette,11,CUSA,21.47,113.4,30,91.9,5,26,7
2002,USC,12,P10,20.67,112.8,36,92.1,4,22,10
2002,Arizona,13,P10,20.54,119.3,2,98.8,3,24,10
2002,Kent St.,14,MAC,20.39,116.7,8,96.4,10,29,6
2002,Stanford,15,P10,20.32,116.6,10,96.3,8,20,10
2002,Pittsburgh,16,BE,19.94,112.1,39,92.2,3,29,6
2002,Ohio St.,17,B10,19.76,116.4,11,96.6,4,24,8
2002,Connecticut,18,BE,19.36,112.2,38,92.8,2,27,7
2002,Notre Dame,19,BE,19.27,116.1,14,96.8,8,21,11
2002,N.C. State,21,ACC,19.15,113.2,33,94.0,7,23,11
2002,Alabama,22,SEC,18.73,114.0,24,95.3,2,27,8
2002,Xavier,23,A10,18.6,111.2,48,92.6,7,26,6
2002,Gonzaga,24,WCC,18.51,115.6,18,97.1,6,28,4
2002,Georgia,25,SEC,18.44,116.7,9,98.3,3,22,9
2002,Mississippi St.,26,SEC,18.25,111.4,43,93.1,3,27,8
2002,Texas,27,B12,17.69,116.0,15,98.3,6,22,12
2002,Missouri,29,B12,17.49,116.2,12,98.7,12,24,12
2002,Wake Forest,30,ACC,17.35,118.6,6,101.3,7,21,13
2002,Texas Tech,31,B12,17.24,114.6,21,97.4,6,23,9
2002,Michigan St.,32,B10,16.86,113.0,34,96.2,10,19,12
2002,Mississippi,34,SEC,16.68,113.3,31,96.7,9,19,11
2002,UCLA,35,P10,16.34,113.7,27,97.3,8,21,12
2002,California,37,P10,16.03,109.8,66,93.7,6,23,9
2002,Oklahoma St.,38,B12,15.8,107.9,88,92.1,7,23,9
2002,Miami FL,39,BE,15.77,110.5,56,94.7,5,24,8
2002,Charlotte,40,CUSA,15.73,114.2,23,98.5,9,18,12
2002,Tulsa,41,WAC,15.59,116.0,16,100.4,12,26,7
2002,Western Kentucky,44,SB,14.51,110.5,55,96.0,9,26,4
2002,Utah,45,MWC,14.08,111.4,44,97.3,12,19,9
2002,Valparaiso,47,MCon,13.63,111.5,42,97.8,13,24,8
2002,Southern Illinois,49,MVC,13.45,109.2,73,95.7,11,28,8
2002,Wisconsin,50,B10,13.22,110.7,53,97.5,8,18,13
2002,Hawaii,51,WAC,13.15,110.3,58,97.2,10,26,6
2002,Penn,58,Ivy,12.23,110.2,60,98.0,11,25,7
2002,Creighton,59,MVC,11.82,111.3,47,99.5,12,23,9
2002,Pepperdine,62,WCC,11.72,111.1,49,99.3,10,21,9
2002,UNC Wilmington,65,CAA,11.32,107.4,98,96.1,13,23,10
2002,Wyoming,67,MWC,11.01,107.8,91,96.7,11,22,9
2002,Boston College,71,BE,9.97,109.4,70,99.4,11,20,12
2002,San Diego St.,74,MWC,9.29,106.9,104,97.6,13,21,12
2002,St. John's,76,BE,9.06,102.7,170,93.6,9,20,12
2002,UC Santa Barbara,77,BW,8.87,108.2,81,99.3,14,19,11
2002,McNeese St.,100,Slnd,5.39,103.2,157,97.8,14,20,9
2002,Hampton,116,MEAC,3.99,109.9,64,105.9,15,25,7
2002,Illinois Chicago,118,Horz,3.85,108.9,74,105.0,15,18,14
2002,Davidson,119,SC,3.7,101.5,187,97.8,13,18,10
2002,Murray St.,146,OVC,1.35,106.8,106,105.5,14,17,13
2002,Central Connecticut,150,NEC,0.93,100.6,202,99.7,14,27,5
2002,Holy Cross,162,Pat,-0.24,98.1,245,98.4,16,18,15
2002,Siena,174,MAAC,-1.21,100.8,201,102.0,16,17,19
2002,Florida Atlantic,191,ASun,-2.5,99.6,220,102.1,15,18,12
2002,Boston University,194,AE,-2.74,101.3,192,104.0,16,22,10
2002,Montana,210,BSky,-4.51,102.4,176,106.9,15,14,15
2002,Winthrop,219,BSth,-5.31,97.3,258,102.6,16,17,12
2002,Alcorn St.,252,SWAC,-8.71,100.1,213,108.8,16,20,10
2003,Kentucky,1,SEC,29.18,116.5,5,87.4,1,32,4
2003,Kansas,2,B12,28.62,115.0,12,86.4,2,30,8
2003,Pittsburgh,3,BE,28.61,114.8,14,86.2,2,28,5
2003,Arizona,4,P10,26.8,115.6,10,88.8,1,28,4
2003,Illinois,5,B10,24.47,113.2,22,88.7,4,25,7
2003,Duke,6,ACC,23.75,115.0,13,91.3,3,26,7
2003,Texas,7,B12,23.49,119.3,3,95.8,1,26,7
2003,Syracuse,8,BE,23.28,114.4,17,91.1,3,30,5
2003,Oklahoma,9,B12,23.01,112.1,25,89.1,1,27,7
2003,Louisville,10,CUSA,22.75,115.8,9,93.0,4,25,7
2003,Florida,11,SEC,22.14,116.5,6,94.4,2,25,8
2003,Wisconsin,12,B10,22.07,114.4,16,92.4,5,24,8
2003,Maryland,13,ACC,22.0,110.9,34,88.9,6,21,10
2003,Mississippi St.,14,SEC,21.53,107.4,79,85.8,5,21,10
2003,Marquette,15,CUSA,21.3,120.5,2,99.2,3,27,6
2003,Saint Joseph's,17,A10,20.75,109.0,58,88.3,7,23,7
2003,Notre Dame,18,BE,20.31,116.5,7,96.2,5,24,10
2003,Michigan St.,19,B10,20.26,110.1,43,89.9,7,22,13
2003,Xavier,20,A10,19.88,113.8,19,94.0,3,26,6
2003,Wake Forest,21,ACC,19.87,114.5,15,94.6,2,25,6
2003,Connecticut,22,BE,19.54,111.6,26,92.0,5,23,10
2003,LSU,23,SEC,18.15,111.0,33,92.8,8,21,11
2003,BYU,24,MWC,17.68,109.4,52,91.7,12,23,9
2003,Oklahoma St.,25,B12,17.67,105.9,100,88.2,6,22,10
2003,Creighton,26,MVC,17.54,112.4,24,94.9,6,29,5
2003,Purdue,27,B10,17.42,107.0,87,89.6,9,19,11
2003,Missouri,28,B12,17.32,111.5,27,94.2,6,22,11
2003,Memphis,29,CUSA,16.72,110.9,35,94.1,7,23,7
2003,Arizona St.,30,P10,16.49,113.9,18,97.4,10,20,12
2003,Butler,31,Horz,16.09,115.4,11,99.3,12,27,6
2003,Gonzaga,33,WCC,15.58,113.2,21,97.7,9,24,9
2003,Colorado,34,B12,15.27,109.1,56,93.8,10,20,12
2003,Cincinnati,36,CUSA,14.69,105.0,116,90.3,8,17,12
2003,UNC Wilmington,37,CAA,14.62,109.5,49,94.9,11,24,7
2003,Alabama,38,SEC,14.6,110.3,39,95.7,10,17,12
2003,Stanford,39,P10,14.57,109.8,46,95.2,4,24,9
2003,Dayton,40,A10,14.53,116.4,8,101.9,4,24,6
2003,Indiana,41,B10,14.48,113.4,20,98.9,7,21,13
2003,Oregon,42,P10,14.25,111.4,29,97.1,8,23,10
2003,Utah,44,MWC,14.04,106.6,91,92.6,9,25,8
2003,Auburn,46,SEC,13.63,107.7,74,94.1,10,22,12
2003,California,47,P10,13.59,109.9,45,96.3,8,22,9
2003,Penn,48,Ivy,13.35,110.3,41,96.9,11,22,6
2003,N.C. State,50,ACC,13.18,111.2,30,98.1,9,18,13
2003,Tulsa,51,WAC,13.04,107.9,70,94.9,13,23,10
2003,Milwaukee,52,Horz,12.97,109.0,60,96.0,12,23,8
2003,Southern Illinois,55,MVC,11.76,110.3,40,98.6,11,24,7
2003,Western Kentucky,56,SB,11.75,108.0,65,96.3,13,24,9
2003,Holy Cross,66,Pat,10.4,105.5,107,95.1,14,25,5
2003,Manhattan,68,MAAC,10.04,105.5,106,95.4,14,23,7
2003,Central Michigan,70,MAC,10.01,109.5,51,99.4,11,25,7
2003,Weber St.,76,BSky,8.88,111.4,28,102.5,12,25,5
2003,San Diego,80,WCC,8.32,104.7,119,96.4,13,17,12
2003,Utah St.,88,BW,7.41,107.1,85,99.7,15,22,9
2003,Troy St.,99,ASun,6.15,106.9,88,100.8,14,25,6
2003,Colorado St.,104,MWC,5.96,110.6,37,104.6,14,17,14
2003,Austin Peay,135,OVC,2.65,100.7,197,98.0,13,20,8
2003,East Tennessee St.,147,SC,1.75,101.3,186,99.6,15,17,11
2003,Vermont,150,AE,1.57,101.1,191,99.5,16,19,11
2003,Sam Houston St.,157,Slnd,0.82,101.5,179,100.6,15,21,7
2003,IUPUI,161,MCon,0.46,102.9,153,102.5,16,19,14
2003,Wagner,179,NEC,-1.16,104.7,118,105.9,15,21,11
2003,South Carolina St.,244,MEAC,-8.59,96.4,260,105.0,16,20,11
2003,Texas Southern,260,SWAC,-10.45,98.3,238,108.7,16,18,13
2003,UNC Asheville,283,BSth,-12.35,101.2,187,113.5,16,14,17
2004,Duke,1,ACC,32.33,120.8,2,88.5,1,31,6
2004,Connecticut,2,BE,28.3,117.8,9,89.5,2,33,6
2004,Saint Joseph's,3,A10,27.66,118.9,5,91.2,1,30,2
2004,Oklahoma St.,4,B12,27.37,118.5,6,91.1,2,31,4
2004,Pittsburgh,5,BE,25.91,114.1,20,88.2,3,31,5
2004,Wisconsin,6,B10,25.74,116.0,14,90.3,6,25,7
2004,Gonzaga,7,WCC,25.34,120.8,3,95.5,2,28,3
2004,Georgia Tech,8,ACC,24.69,113.5,28,88.8,3,28,10
2004,N.C. State,9,ACC,23.98,119.1,4,95.1,3,21,10
2004,Kentucky,10,SEC,23.35,113.5,26,90.1,1,27,5
2004,North Carolina,11,ACC,23.23,117.4,10,94.1,6,19,11
2004,Stanford,12,P10,22.52,111.9,42,89.3,1,30,2
2004,Illinois,13,B10,22.11,117.8,8,95.7,5,26,7
2004,Mississippi St.,14,SEC,21.74,114.7,18,92.9,2,26,4
2004,Wake Forest,15,ACC,21.69,121.6,1,99.9,4,21,10
2004,Cincinnati,16,CUSA,21.56,116.1,13,94.5,4,25,7
2004,Texas,17,B12,21.54,115.6,16,94.1,3,25,8
2004,Kansas,18,B12,20.89,112.3,38,91.4,4,24,9
2004,Louisville,19,CUSA,20.44,107.1,94,86.6,10,20,10
2004,Nevada,20,WAC,20.27,112.3,39,92.0,10,25,9
2004,Xavier,21,A10,20.16,113.8,21,93.6,7,26,11
2004,Maryland,22,ACC,19.81,110.9,52,91.1,4,20,12
2004,Vanderbilt,23,SEC,18.64,113.6,23,95.0,6,23,10
2004,Providence,24,BE,18.32,112.3,40,93.9,5,20,9
2004,Florida,25,SEC,18.26,116.9,12,98.6,5,20,11
2004,Seton Hall,27,BE,17.35,112.3,37,95.0,8,21,10
2004,Texas Tech,28,B12,17.11,111.4,46,94.3,8,23,11
2004,Alabama,29,SEC,16.5,114.7,17,98.2,8,20,13
2004,Syracuse,30,BE,16.34,113.1,31,96.7,5,23,8
2004,Western Michigan,31,MAC,16.29,114.3,19,98.0,11,26,5
2004,Arizona,32,P10,16.18,118.5,7,102.3,9,20,10
2004,Memphis,33,CUSA,16.17,111.8,43,95.6,7,22,8
2004,Michigan St.,34,B10,15.66,117.2,11,101.5,7,18,12
2004,BYU,35,MWC,15.64,113.0,32,97.4,12,21,9
2004,Air Force,36,MWC,15.42,111.4,47,96.0,11,22,7
2004,Boston College,37,BE,15.42,110.5,55,95.1,6,24,10
2004,Richmond,38,A10,15.07,105.9,109,90.9,11,20,13
2004,South Carolina,39,SEC,15.02,109.7,64,94.7,10,23,11
2004,UTEP,41,WAC,14.69,112.5,36,97.8,13,24,8
2004,Southern Illinois,42,MVC,14.33,109.1,70,94.8,9,25,5
2004,Charlotte,43,CUSA,14.25,112.7,34,98.5,9,21,9
2004,Utah,45,MWC,14.13,110.1,60,96.0,11,24,9
2004,UAB,46,CUSA,13.63,108.1,79,94.5,9,22,10
2004,Manhattan,48,MAAC,13.38,109.1,71,95.7,12,25,6
2004,DePaul,58,CUSA,11.36,113.0,33,101.6,7,22,10
2004,Washington,60,P10,10.78,113.1,30,102.3,8,19,12
2004,Murray St.,61,OVC,10.62,110.5,56,99.9,12,28,6
2004,Illinois Chicago,63,Horz,10.39,107.5,86,97.1,13,24,8
2004,Louisiana Lafayette,67,SB,10.23,109.2,68,99.0,14,20,9
2004,Dayton,74,A10,9.75,108.1,80,98.4,10,24,9
2004,VCU,81,CAA,9.09,105.6,115,96.5,13,23,8
2004,Pacific,82,BW,8.93,108.6,76,99.7,12,25,8
2004,Northern Iowa,84,MVC,8.78,107.4,92,98.6,14,21,10
2004,East Tennessee St.,85,SC,8.6,104.4,140,95.8,13,27,6
2004,UCF,98,ASun,5.91,103.3,153,97.4,14,25,6
2004,Princeton,108,Ivy,4.86,106.3,106,101.4,14,20,8
2004,Eastern Washington,125,BSky,3.09,105.4,118,102.3,15,17,13
2004,Valparaiso,152,MCon,0.53,100.1,212,99.6,15,18,13
2004,Vermont,172,AE,-1.37,101.0,199,102.4,15,22,9
2004,Liberty,181,BSth,-2.5,98.3,248,100.8,16,18,15
2004,Monmouth,194,NEC,-3.99,98.1,251,102.1,15,21,12
2004,Lehigh,240,Pat,-7.01,97.7,259,104.7,16,20,11
2004,UTSA,248,Slnd,-7.69,98.0,253,105.7,16,19,14
2004,Florida A&M,256,MEAC,-9.35,98.9,239,108.3,16,15,17
2004,Alabama St.,266,SWAC,-10.72,93.8,295,104.5,16,16,15
2005,North Carolina,1,ACC,32.77,122.5,2,89.7,1,33,4
2005,Illinois,2,B10,32.68,122.3,3,89.6,1,37,2
2005,Duke,3,ACC,27.41,115.7,13,88.3,1,27,6
2005,Louisville,4,CUSA,25.78,118.8,8,93.0,4,33,5
2005,Michigan St.,5,B10,25.67,119.7,6,94.0,5,26,7
2005,Oklahoma St.,6,B12,25.02,121.2,4,96.2,2,26,7
2005,Villanova,7,BE,25.02,114.7,19,89.7,5,24,8
2005,Wake Forest,8,ACC,24.86,124.3,1,99.5,2,27,6
2005,Kentucky,9,SEC,24.1,113.0,29,88.9,2,28,6
2005,Florida,10,SEC,23.93,116.4,11,92.5,4,24,8
2005,Kansas,11,B12,23.08,115.6,15,92.5,3,23,7
2005,Oklahoma,12,B12,22.55,114.4,21,91.8,3,25,8
2005,Arizona,13,P10,22.22,116.7,10,94.5,3,30,7
2005,Washington,14,P10,22.18,120.6,5,98.4,1,29,6
2005,Connecticut,15,BE,21.94,112.1,38,90.2,2,23,8
2005,Syracuse,16,BE,20.98,115.6,14,94.7,4,27,7
2005,Wisconsin,17,B10,20.81,112.0,39,91.2,6,25,9
2005,Alabama,18,SEC,20.51,118.8,9,98.3,5,24,8
2005,Cincinnati,19,CUSA,20.43,112.5,33,92.0,7,25,8
2005,Utah,20,MWC,20.33,113.1,28,92.7,6,29,6
2005,Utah St.,21,BW,19.62,116.0,12,96.4,14,24,8
2005,Georgia Tech,22,ACC,19.23,109.2,66,90.0,5,20,12
2005,N.C. State,23,ACC,18.93,115.0,17,96.1,10,21,14
2005,Pittsburgh,24,BE,18.41,114.8,18,96.3,9,20,9
2005,Boston College,25,BE,18.3,114.3,23,96.0,4,25,5
2005,Gonzaga,26,WCC,17.88,119.3,7,101.4,3,26,5
2005,Iowa,27,B10,17.17,111.9,40,94.7,10,21,12
2005,Texas,28,B12,17.01,114.1,24,97.1,8,20,11
2005,Southern Illinois,29,MVC,16.75,109.1,69,92.4,7,27,8
2005,New Mexico,31,MWC,15.54,112.8,30,97.3,12,26,7
2005,Texas Tech,32,B12,15.47,110.3,50,94.8,6,22,11
2005,Mississippi St.,34,SEC,15.25,109.3,65,94.0,9,23,11
2005,West Virginia,35,BE,15.0,114.1,25,99.1,7,24,11
2005,Milwaukee,36,Horz,14.69,110.1,52,95.4,12,26,6
2005,George Washington,38,A10,14.41,109.9,56,95.5,12,22,8
2005,Creighton,39,MVC,14.33,114.3,22,100.0,10,23,11
2005,Pacific,40,BW,14.08,114.5,20,100.5,8,27,4
2005,Minnesota,41,B10,14.06,104.0,143,89.9,8,21,11
2005,LSU,42,SEC,13.8,113.9,26,100.1,6,20,10
2005,Vermont,43,AE,13.53,111.3,46,97.8,13,25,7
2005,Northern Iowa,45,MVC,13.36,112.2,37,98.9,11,21,11
2005,Iowa St.,48,B12,13.02,103.1,159,90.1,9,19,12
2005,UAB,51,CUSA,12.51,109.2,67,96.7,11,22,11
2005,Charlotte,54,CUSA,12.15,111.6,42,99.5,7,21,8
2005,Nevada,55,WAC,12.11,104.0,144,91.8,9,25,7
2005,UTEP,58,WAC,11.62,112.7,32,101.1,11,27,8
2005,UCLA,68,P10,10.74,107.8,80,97.1,11,18,11
2005,Stanford,69,P10,10.63,106.6,103,95.9,8,18,13
2005,Old Dominion,73,CAA,10.04,104.7,132,94.6,12,28,6
2005,Louisiana Lafayette,74,SB,9.91,107.1,94,97.2,13,20,11
2005,Penn,77,Ivy,9.6,102.1,181,92.5,13,20,9
2005,Saint Mary's,78,WCC,9.41,106.8,100,97.4,10,25,9
2005,Ohio,85,MAC,8.29,109.8,58,101.5,13,21,11
2005,Bucknell,95,Pat,6.69,102.2,176,95.6,14,23,10
2005,Niagara,106,MAAC,5.43,115.2,16,109.8,14,20,10
2005,Winthrop,108,BSth,4.97,101.5,195,96.5,14,27,6
2005,Southeastern Louisiana,134,Slnd,3.2,97.1,255,93.9,15,24,9
2005,Eastern Kentucky,143,OVC,1.98,102.8,164,100.8,15,22,9
2005,Chattanooga,165,SC,0.03,98.9,229,98.8,15,20,11
2005,Oakland,178,MCon,-1.2,108.1,75,109.3,16,13,19
2005,Fairleigh Dickinson,190,NEC,-2.52,102.7,166,105.2,16,20,13
2005,UCF,192,ASun,-2.56,105.0,126,107.6,15,24,9
2005,Montana,194,BSky,-2.73,99.9,219,102.6,16,18,13
2005,Delaware St.,209,MEAC,-4.95,102.3,175,107.2,16,19,14
2005,Alabama A&M,278,SWAC,-12.49,90.5,316,102.9,16,15,14
2006,Florida,1,SEC,28.28,117.9,3,89.7,3,33,6
2006,Duke,2,ACC,27.54,119.4,1,91.8,1,32,4
2006,Texas,3,B12,25.79,117.5,6,91.7,2,30,7
2006,Connecticut,4,BE,25.44,117.8,5,92.3,1,30,4
2006,Villanova,5,BE,24.59,116.3,11,91.7,1,28,5
2006,Memphis,6,CUSA,23.54,113.2,22,89.6,1,33,4
2006,UCLA,7,P10,23.4,112.7,31,89.3,2,32,7
2006,Kansas,8,B12,23.22,110.4,50,87.2,4,25,8
2006,Illinois,9,B10,23.2,114.5,18,91.3,4,26,7
2006,North Carolina,10,ACC,22.16,115.9,13,93.7,3,23,8
2006,LSU,11,SEC,22.0,109.8,62,87.8,4,27,9
2006,Pittsburgh,12,BE,21.72,112.4,33,90.6,5,25,8
2006,Georgetown,13,BE,21.29,116.5,9,95.2,7,23,10
2006,Ohio St.,14,B10,20.68,113.0,25,92.3,2,26,6
2006,Washington,15,P10,20.09,114.8,16,94.7,5,26,7
2006,West Virginia,16,BE,19.49,116.1,12,96.6,6,22,11
2006,Tennessee,17,SEC,19.44,116.6,8,97.2,2,22,8
2006,Boston College,18,ACC,18.65,117.8,4,99.2,4,28,8
2006,Arkansas,20,SEC,18.47,112.2,34,93.8,8,22,10
2006,Iowa,21,B10,18.22,103.8,154,85.6,3,25,9
2006,George Mason,22,CAA,18.16,109.7,66,91.5,11,27,8
2006,Arizona,23,P10,17.23,112.2,35,95.0,8,20,13
2006,Kentucky,24,SEC,17.13,114.4,19,97.3,8,22,13
2006,Bradley,25,MVC,16.5,107.5,86,91.0,13,22,11
2006,Wichita St.,26,MVC,16.06,111.8,38,95.7,7,26,9
2006,Michigan St.,27,B10,16.02,116.3,10,100.3,6,22,12
2006,N.C. State,30,ACC,15.92,112.5,32,96.6,10,22,10
2006,Texas A&M,31,B12,15.9,106.7,103,90.8,12,22,9
2006,Northern Iowa,32,MVC,15.84,109.0,75,93.1,10,23,10
2006,Gonzaga,33,WCC,15.64,119.1,2,103.5,3,29,4
2006,Indiana,34,B10,15.53,110.0,58,94.4,6,19,12
2006,Marquette,36,BE,15.36,112.8,27,97.4,7,20,11
2006,Nevada,37,WAC,15.22,110.0,57,94.8,5,27,6
2006,Wisconsin,39,B10,14.94,111.5,40,96.6,9,19,12
2006,Air Force,40,MWC,14.87,113.2,21,98.3,13,24,7
2006,UNC Wilmington,42,CAA,14.77,107.2,93,92.4,9,25,8
2006,George Washington,43,A10,14.67,110.3,52,95.6,8,27,3
2006,Oklahoma,45,B12,13.99,113.0,26,99.0,6,20,9
2006,California,47,P10,13.68,110.5,49,96.8,7,20,11
2006,Southern Illinois,48,MVC,13.6,102.9,166,89.3,11,22,11
2006,Syracuse,50,BE,13.15,110.0,60,96.8,5,23,12
2006,San Diego St.,52,MWC,12.78,112.8,29,100.0,11,24,9
2006,Xavier,54,A10,12.73,110.9,48,98.2,14,21,11
2006,UAB,56,CUSA,12.65,109.1,71,96.5,9,24,7
2006,Bucknell,58,Pat,12.56,105.7,119,93.1,9,27,5
2006,Alabama,60,SEC,12.48,112.8,28,100.3,10,18,13
2006,Milwaukee,62,Horz,11.86,108.3,76,96.5,11,22,9
2006,Iona,65,MAAC,11.33,109.7,65,98.4,13,23,8
2006,Pacific,68,BW,10.87,109.8,63,99.0,13,24,8
2006,Utah St.,69,WAC,10.86,113.4,20,102.6,12,23,9
2006,Kent St.,70,MAC,10.54,108.3,77,97.8,12,25,9
2006,Winthrop,73,BSth,10.27,104.4,141,94.2,15,23,8
2006,South Alabama,84,SB,9.28,109.1,72,99.9,14,24,7
2006,Seton Hall,86,BE,9.06,106.5,107,97.4,10,18,12
2006,Montana,87,BSky,8.95,111.6,39,102.7,12,24,7
2006,Murray St.,89,OVC,8.56,104.5,140,96.0,14,24,7
2006,Northwestern St.,93,Slnd,7.51,106.6,105,99.1,14,26,8
2006,Penn,97,Ivy,7.3,101.8,188,94.5,15,20,9
2006,Oral Roberts,112,MCon,5.7,107.1,95,101.4,16,21,12
2006,Davidson,122,SC,4.86,109.9,61,105.0,15,20,11
2006,Albany,138,AE,2.63,106.2,112,103.6,16,21,11
2006,Monmouth,164,NEC,-0.68,95.8,278,96.4,16,19,15
2006,Belmont,165,ASun,-0.73,107.1,94,107.8,15,20,11
2006,Southern,197,SWAC,-3.4,96.2,274,99.6,16,19,13
2006,Hampton,271,MEAC,-10.4,91.9,314,102.3,16,16,16
2007,North Carolina,1,ACC,31.37,121.0,3,89.6,1,31,7
2007,Florida,2,SEC,30.81,122.8,1,92.0,1,35,5
2007,Ohio St.,3,B10,29.33,121.0,4,91.7,1,35,4
2007,Georgetown,4,BE,28.48,122.0,2,93.5,2,30,7
2007,Kansas,5,B12,27.81,115.3,29,87.5,1,33,5
2007,UCLA,6,P10,27.15,115.4,27,88.3,2,30,6
2007,Texas A&M,7,B12,26.97,119.3,7,92.3,3,27,7
2007,Wisconsin,8,B10,25.45,115.6,25,90.1,2,30,6
2007,Memphis,9,CUSA,24.81,115.4,28,90.6,2,33,4
2007,Duke,10,ACC,23.3,113.2,44,89.9,6,22,11
2007,Pittsburgh,11,BE,22.9,118.1,10,95.2,3,29,8
2007,Maryland,12,ACC,22.42,112.4,53,90.0,4,25,9
2007,Kentucky,13,SEC,21.73,117.0,15,95.3,8,22,12
2007,Indiana,14,B10,21.58,115.4,26,93.8,7,21,11
2007,Butler,15,Horz,21.45,118.0,11,96.5,5,29,7
2007,Southern Illinois,16,MVC,21.03,109.8,84,88.8,4,29,7
2007,Michigan St.,17,B10,20.97,112.8,49,91.8,9,23,12
2007,Oregon,18,P10,20.76,118.3,8,97.6,3,29,8
2007,Louisville,19,BE,20.35,113.5,40,93.1,6,24,10
2007,Villanova,21,BE,20.11,113.4,42,93.3,9,22,11
2007,Notre Dame,22,BE,20.02,118.1,9,98.1,6,24,8
2007,Georgia Tech,23,ACC,19.61,116.9,16,97.3,10,20,12
2007,Arizona,24,P10,19.43,119.5,5,100.1,8,20,11
2007,Texas,25,B12,19.24,119.5,6,100.3,4,25,10
2007,Washington St.,27,P10,18.87,111.7,64,92.8,3,26,8
2007,Creighton,28,MVC,18.53,113.8,36,95.3,10,22,11
2007,Purdue,30,B10,18.31,110.7,74,92.4,9,22,12
2007,Tennessee,31,SEC,18.29,115.9,22,97.6,5,24,11
2007,Xavier,32,A10,18.13,117.3,12,99.2,9,25,9
2007,Illinois,36,B10,17.5,107.3,116,89.8,12,23,12
2007,Virginia Tech,37,ACC,17.38,112.4,54,95.0,5,22,12
2007,Marquette,38,BE,17.18,111.8,62,94.6,8,24,10
2007,USC,39,P10,16.86,111.0,72,94.2,5,25,12
2007,UNLV,41,MWC,16.83,112.6,51,95.8,7,30,7
2007,Arkansas,42,SEC,16.62,110.6,77,93.9,12,21,14
2007,Vanderbilt,43,SEC,16.23,115.7,24,99.4,6,22,12
2007,Boston College,44,ACC,16.18,117.3,13,101.1,7,21,12
2007,BYU,46,MWC,16.11,116.7,17,100.6,8,25,9
2007,Nevada,47,WAC,16.09,117.2,14,101.2,7,29,5
2007,Virginia,48,ACC,15.43,114.1,35,98.7,4,21,11
2007,Gonzaga,49,WCC,15.31,115.3,30,100.0,10,23,11
2007,Winthrop,51,BSth,14.81,112.9,48,98.0,11,29,5
2007,VCU,52,CAA,14.55,116.6,18,102.0,11,28,7
2007,Davidson,61,SC,13.32,111.8,61,98.5,13,29,5
2007,Old Dominion,64,CAA,12.7,108.6,99,95.9,12,24,9
2007,Stanford,66,P10,12.37,109.7,86,97.3,11,18,13
2007,Texas Tech,71,B12,10.98,112.2,57,101.3,10,21,13
2007,Miami OH,87,MAC,8.38,105.7,141,97.4,14,18,15
2007,Oral Roberts,88,MCon,8.36,107.1,123,98.7,14,23,11
2007,Texas A&M Corpus Chris,91,Slnd,7.76,114.1,34,106.4,15,26,7
2007,Penn,92,Ivy,7.69,109.8,85,102.1,14,22,9
2007,Holy Cross,93,Pat,7.4,103.0,186,95.6,13,25,9
2007,George Washington,95,A10,7.28,105.0,153,97.7,11,23,9
2007,New Mexico St.,96,WAC,7.27,108.3,101,101.1,13,25,9
2007,Wright St.,100,Horz,6.66,104.5,165,97.8,14,23,10
2007,Long Beach St.,113,BW,5.44,112.2,58,106.8,12,24,8
2007,Belmont,121,ASun,4.38,106.6,132,102.2,15,23,10
2007,Albany,138,AE,2.25,107.4,113,105.2,13,23,10
2007,North Texas,162,SB,-0.98,103.0,187,104.0,15,23,11
2007,Central Connecticut,177,NEC,-2.24,104.1,169,106.3,16,22,12
2007,Eastern Kentucky,182,OVC,-2.58,102.7,191,105.3,16,21,12
2007,Weber St.,184,BSky,-2.71,102.1,203,104.8,15,20,12
2007,Niagara,186,MAAC,-2.76,107.2,119,110.0,16,23,12
2007,Jackson St.,251,SWAC,-9.48,100.2,230,109.7,16,21,14
2007,Florida A&M,254,MEAC,-9.57,100.6,225,110.2,16,21,14
2008,Kansas,1,B12,35.21,120.9,2,85.7,1,37,3
2008,Memphis,2,CUSA,31.51,118.0,6,86.5,1,38,2
2008,North Carolina,3,ACC,30.22,122.1,1,91.9,1,36,3
2008,UCLA,4,P10,29.94,118.0,7,88.1,1,35,4
2008,Wisconsin,5,B10,26.68,113.5,37,86.8,3,31,5
2008,Duke,6,ACC,26.4,116.3,13,89.9,2,28,6
2008,Georgetown,7,BE,25.56,115.2,21,89.7,2,28,6
2008,Louisville,8,BE,25.41,113.1,40,87.7,3,27,9
2008,Texas,9,B12,25.09,120.6,3,95.5,2,31,7
2008,Washington St.,10,P10,24.32,115.1,23,90.8,4,26,9
2008,Davidson,11,SC,23.61,117.0,9,93.4,10,29,7
