Year,Date,Region,Round,PTS,OT,Diff,Location,WinningTeam,WinningSeed,LosingTeam,LosingSeed
2008,"March 23, 2008",East,Second Round,71,True,5,"Birmingham, AL",Tennessee,2,Butler,7
2008,"March 23, 2008",South,Second Round,72,False,3,"Little Rock, AR",Texas,2,Miami (FL),7
2008,"March 23, 2008",Midwest,Second Round,72,False,12,"Tampa, FL",Villanova,12,Siena,13
2008,"March 23, 2008",West,Second Round,63,False,9,"Tampa, FL",Western Kentucky,12,San Diego,13
2008,"March 22, 2008",Midwest,Second Round,56,False,19,"Omaha, NE",Kansas,1,UNLV,8
2008,"March 22, 2008",South,Second Round,54,False,11,"Denver, CO",Michigan State,5,Pitt,4
2008,"March 22, 2008",South,Second Round,81,True,1,"Anaheim, CA",Stanford,3,Marquette,6
2008,"March 22, 2008",West,Second Round,49,False,2,"Anaheim, CA",UCLA,1,Texas A&M,9
2008,"March 22, 2008",East,Second Round,41,False,20,"Denver, CO",Washington State,4,Notre Dame,5
2008,"March 22, 2008",West,Second Round,67,False,6,"Washington, DC",West Virginia,7,Duke,2
2008,"March 22, 2008",Midwest,Second Round,55,False,17,"Omaha, NE",Wisconsin,3,Kansas State,11
2008,"March 22, 2008",West,Second Round,78,False,7,"Washington, DC",Xavier,3,Purdue,6
2008,"March 21, 2008",East,First Round,72,False,14,"Raleigh, NC",Arkansas,9,Indiana,8
2008,"March 21, 2008",East,First Round,61,False,20,"Birmingham, AL",Butler,7,South Alabama,10
2008,"March 21, 2008",Midwest,First Round,76,False,6,"Raleigh, NC",Davidson,10,Gonzaga,7
2008,"March 21, 2008",Midwest,First Round,47,False,19,"Raleigh, NC",Georgetown,2,UMBC,15
2008,"March 21, 2008",East,First Round,61,False,18,"Birmingham, AL",Louisville,3,Boise State,14
2008,"March 21, 2008",South,First Round,63,False,24,"Little Rock, AR",Memphis,1,UT Arlington,16
2008,"March 21, 2008",South,First Round,64,False,14,"Little Rock, AR",Miami (FL),7,Saint Mary's,10
2008,"March 21, 2008",South,First Round,69,False,7,"Little Rock, AR",Mississippi State,8,Oregon,9
2008,"March 21, 2008",East,First Round,74,False,39,"Raleigh, NC",UNC,1,Mount St. Mary's,16
2008,"March 21, 2008",East,First Round,64,False,8,"Birmingham, AL",Oklahoma,6,St. Joseph's,11
2008,"March 21, 2008",West,First Round,69,True,1,"Tampa, FL",San Diego,13,UConn,4
2008,"March 21, 2008",Midwest,First Round,62,False,21,"Tampa, FL",Siena,13,Vanderbilt,4
2008,"March 21, 2008",East,First Round,57,False,15,"Birmingham, AL",Tennessee,2,American,15
2008,"March 21, 2008",South,First Round,54,False,20,"Little Rock, AR",Texas,2,Austin Peay,15
2008,"March 21, 2008",Midwest,First Round,69,False,6,"Tampa, FL",Villanova,12,Clemson,5
2008,"March 21, 2008",West,First Round,99,True,2,"Tampa, FL",Western Kentucky,12,Drake,5
2008,"March 20, 2008",West,First Round,70,False,1,"Washington, DC",Duke,2,Belmont,15
2008,"March 20, 2008",Midwest,First Round,61,False,24,"Omaha, NE",Kansas,1,Portland State,16
2008,"March 20, 2008",Midwest,First Round,67,False,13,"Omaha, NE",Kansas State,11,USC,6
2008,"March 20, 2008",South,First Round,66,False,8,"Anaheim, CA",Marquette,6,Kentucky,11
2008,"March 20, 2008",South,First Round,61,False,11,"Denver, CO",Michigan State,5,Temple,12
2008,"March 20, 2008",Midwest,First Round,58,False,13,"Omaha, NE",UNLV,8,Kent State,9
2008,"March 20, 2008",East,First Round,50,False,18,"Denver, CO",Notre Dame,5,George Mason,12
2008,"March 20, 2008",South,First Round,63,False,19,"Denver, CO",Pitt,4,Oral Roberts,13
2008,"March 20, 2008",West,First Round,79,False,11,"Washington, DC",Purdue,6,Baylor,11
2008,"March 20, 2008",South,First Round,53,False,24,"Anaheim, CA",Stanford,3,Cornell,14
2008,"March 20, 2008",West,First Round,62,False,5,"Anaheim, CA",Texas A&M,9,BYU,8
2008,"March 20, 2008",West,First Round,29,False,41,"Anaheim, CA",UCLA,1,Mississippi Valley State,16
2008,"March 20, 2008",East,First Round,40,False,31,"Denver, CO",Washington State,4,Winthrop,13
2008,"March 20, 2008",West,First Round,65,False,10,"Washington, DC",West Virginia,7,Arizona,10
2008,"March 20, 2008",Midwest,First Round,56,False,15,"Omaha, NE",Wisconsin,3,Cal State Fullerton,14
2008,"March 20, 2008",West,First Round,61,False,12,"Washington, DC",Xavier,3,Georgia,14
2008,"March 18, 2008",East,Opening Round,60,False,9,"Dayton, OH",Mount St. Mary's,16,Coppin State,16
2007,"April 2, 2007",National,National Final,75,False,9,"Atlanta, GA",Florida,1,Ohio State,1
2007,"March 31, 2007",National,National Semifinal,66,False,10,"Atlanta, GA",Florida,1,UCLA,2
2007,"March 31, 2007",National,National Semifinal,60,False,7,"Atlanta, GA",Ohio State,1,Georgetown,2
2007,"March 25, 2007",Midwest,Regional Final,77,False,8,"St. Louis, MO",Florida,1,Oregon,3
2007,"March 25, 2007",East,Regional Final,84,True,12,"East Rutherford, NJ",Georgetown,2,UNC,1
2007,"March 24, 2007",South,Regional Final,76,False,16,"San Antonio, TX",Ohio State,1,Memphis,2
2007,"March 24, 2007",West,Regional Final,55,False,13,"San Jose, CA",UCLA,2,Kansas,1
2007,"March 23, 2007",Midwest,Regional Semifinal,57,False,8,"St. Louis, MO",Florida,1,Butler,5
2007,"March 23, 2007",East,Regional Semifinal,65,False,1,"East Rutherford, NJ",Georgetown,2,Vanderbilt,6
2007,"March 23, 2007",East,Regional Semifinal,64,False,10,"East Rutherford, NJ",UNC,1,USC,5
2007,"March 23, 2007",Midwest,Regional Semifinal,72,False,4,"St. Louis, MO",Oregon,3,UNLV,7
2007,"March 22, 2007",West,Regional Semifinal,58,False,3,"San Jose, CA",Kansas,1,Southern Illinois,4
2007,"March 22, 2007",South,Regional Semifinal,64,False,1,"San Antonio, TX",Memphis,2,Texas A&M,3
2007,"March 22, 2007",South,Regional Semifinal,84,False,1,"San Antonio, TX",Ohio State,1,Tennessee,5
2007,"March 22, 2007",West,Regional Semifinal,55,False,9,"San Jose, CA",UCLA,2,Pitt,3
2007,"March 18, 2007",Midwest,Second Round,67,False,7,"New Orleans, LA",Florida,1,Purdue,9
2007,"March 18, 2007",West,Second Round,76,False,12,"Chicago, IL",Kansas,1,Kentucky,8
2007,"March 18, 2007",South,Second Round,62,False,16,"New Orleans, LA",Memphis,2,Nevada,7
2007,"March 18, 2007",Midwest,Second Round,68,False,6,"Chicago, IL",UNLV,7,Wisconsin,2
2007,"March 18, 2007",Midwest,Second Round,61,False,14,"Spokane, WA",Oregon,3,Winthrop,11
2007,"March 18, 2007",East,Second Round,68,False,19,"Spokane, WA",USC,5,Texas,4
2007,"March 18, 2007",West,Second Round,48,False,15,"Columbus, OH",Southern Illinois,4,Virginia Tech,5
2007,"March 18, 2007",South,Second Round,74,False,3,"Columbus, OH",Tennessee,5,Virginia,4
2007,"March 17, 2007",Midwest,Second Round,59,False,3,"Buffalo, NY",Butler,5,Maryland,4
2007,"March 17, 2007",East,Second Round,55,False,7,"Winston-Salem, NC",Georgetown,2,Boston College,7
2007,"March 17, 2007",East,Second Round,67,False,14,"Winston-Salem, NC",UNC,1,Michigan State,9
2007,"March 17, 2007",South,Second Round,71,True,7,"Lexington, KY",Ohio State,1,Xavier,9
2007,"March 17, 2007",West,Second Round,79,True,5,"Buffalo, NY",Pitt,3,VCU,11
2007,"March 17, 2007",South,Second Round,69,False,3,"Lexington, KY",Texas A&M,3,Louisville,6
2007,"March 17, 2007",West,Second Round,49,False,5,"Sacramento, CA",UCLA,2,Indiana,7
2007,"March 17, 2007",East,Second Round,74,False,4,"Sacramento, CA",Vanderbilt,6,Washington State,3
2007,"March 16, 2007",Midwest,First Round,69,False,43,"New Orleans, LA",Florida,1,Jackson State,16
2007,"March 16, 2007",West,First Round,67,False,40,"Chicago, IL",Kansas,1,Niagara,16
2007,"March 16, 2007",West,First Round,58,False,9,"Chicago, IL",Kentucky,8,Villanova,9
2007,"March 16, 2007",South,First Round,58,False,15,"New Orleans, LA",Memphis,2,North Texas,15
2007,"March 16, 2007",South,First Round,71,True,6,"New Orleans, LA",Nevada,7,Creighton,10
2007,"March 16, 2007",Midwest,First Round,63,False,4,"Chicago, IL",UNLV,7,Georgia Tech,10
2007,"March 16, 2007",Midwest,First Round,56,False,2,"Spokane, WA",Oregon,3,Miami (OH),14
2007,"March 16, 2007",Midwest,First Round,63,False,9,"New Orleans, LA",Purdue,9,Arizona,8
2007,"March 16, 2007",East,First Round,60,False,17,"Spokane, WA",USC,5,Arkansas,12
2007,"March 16, 2007",West,First Round,51,False,10,"Columbus, OH",Southern Illinois,4,Holy Cross,13
2007,"March 16, 2007",South,First Round,86,False,35,"Columbus, OH",Tennessee,5,Long Beach State,12
2007,"March 16, 2007",East,First Round,67,False,12,"Spokane, WA",Texas,4,New Mexico State,13
2007,"March 16, 2007",South,First Round,57,False,27,"Columbus, OH",Virginia,4,Albany (NY),13
2007,"March 16, 2007",West,First Round,52,False,2,"Columbus, OH",Virginia Tech,5,Illinois,12
2007,"March 16, 2007",Midwest,First Round,64,False,10,"Spokane, WA",Winthrop,11,Notre Dame,6
2007,"March 16, 2007",Midwest,First Round,63,False,13,"Chicago, IL",Wisconsin,2,Texas A&M-Corpus Christi,15
2007,"March 15, 2007",East,First Round,75,False,9,"Winston-Salem, NC",Boston College,7,Texas Tech,10
2007,"March 15, 2007",Midwest,First Round,46,False,11,"Buffalo, NY",Butler,5,Old Dominion,12
2007,"March 15, 2007",East,First Round,55,False,25,"Winston-Salem, NC",Georgetown,2,Belmont,15
2007,"March 15, 2007",West,First Round,57,False,13,"Sacramento, CA",Indiana,7,Gonzaga,10
2007,"March 15, 2007",South,First Round,58,False,20,"Lexington, KY",Louisville,6,Stanford,11
2007,"March 15, 2007",Midwest,First Round,70,False,12,"Buffalo, NY",Maryland,4,Davidson,13
2007,"March 15, 2007",East,First Round,49,False,12,"Winston-Salem, NC",Michigan State,9,Marquette,8
2007,"March 15, 2007",East,First Round,65,False,21,"Winston-Salem, NC",UNC,1,Eastern Kentucky,16
2007,"March 15, 2007",South,First Round,57,False,21,"Lexington, KY",Ohio State,1,Central Connecticut,16
2007,"March 15, 2007",West,First Round,58,False,21,"Buffalo, NY",Pitt,3,Wright State,14
2007,"March 15, 2007",South,First Round,52,False,16,"Lexington, KY",Texas A&M,3,Penn,14
2007,"March 15, 2007",West,First Round,42,False,28,"Sacramento, CA",UCLA,2,Weber State,15
2007,"March 15, 2007",East,First Round,44,False,33,"Sacramento, CA",Vanderbilt,6,George Washington,11
2007,"March 15, 2007",West,First Round,77,False,2,"Buffalo, NY",VCU,11,Duke,6
2007,"March 15, 2007",East,First Round,54,False,16,"Sacramento, CA",Washington State,3,Oral Roberts,14
2007,"March 15, 2007",South,First Round,77,False,2,"Lexington, KY",Xavier,9,BYU,8
2007,"March 13, 2007",West,Opening Round,69,False,8,"Dayton, OH",Niagara,16,Florida A&M,16
2006,"April 3, 2006",National,National Final,57,False,16,"Indianapolis, IN",Florida,3,UCLA,2
2006,"April 1, 2006",National,National Semifinal,58,False,15,"Indianapolis, IN",Florida,3,George Mason,11
2006,"April 1, 2006",National,National Semifinal,45,False,14,"Indianapolis, IN",UCLA,2,LSU,4
2006,"March 26, 2006",Minneapolis,Regional Final,62,False,13,"Minneapolis, MN",Florida,3,Villanova,1
2006,"March 26, 2006",Washington,Regional Final,84,True,2,"Washington, DC",George Mason,11,UConn,1
2006,"March 25, 2006",Atlanta,Regional Final,60,True,10,"Atlanta, GA",LSU,4,Texas,2
2006,"March 25, 2006",Oakland,Regional Final,45,False,5,"Oakland, CA",UCLA,2,Memphis,1
2006,"March 24, 2006",Washington,Regional Semifinal,92,True,6,"Washington, DC",UConn,1,Washington,5
2006,"March 24, 2006",Minneapolis,Regional Semifinal,53,False,4,"Minneapolis, MN",Florida,3,Georgetown,7
2006,"March 24, 2006",Washington,Regional Semifinal,55,False,8,"Washington, DC",George Mason,11,Wichita State,7
2006,"March 24, 2006",Minneapolis,Regional Semifinal,59,True,1,"Minneapolis, MN",Villanova,1,Boston College,4
2006,"March 23, 2006",Atlanta,Regional Semifinal,54,False,8,"Atlanta, GA",LSU,4,Duke,1
2006,"March 23, 2006",Oakland,Regional Semifinal,64,False,16,"Oakland, CA",Memphis,1,Bradley,13
2006,"March 23, 2006",Atlanta,Regional Semifinal,71,False,3,"Atlanta, GA",Texas,2,West Virginia,6
2006,"March 23, 2006",Oakland,Regional Semifinal,71,False,2,"Oakland, CA",UCLA,2,Gonzaga,3
2006,"March 19, 2006",Oakland,Second Round,66,False,6,"Dallas, TX",Bradley,13,Pitt,5
2006,"March 19, 2006",Washington,Second Round,83,False,4,"Philadelphia, PA",UConn,1,Kentucky,8
2006,"March 19, 2006",Washington,Second Round,60,False,5,"Dayton, OH",George Mason,11,UNC,3
2006,"March 19, 2006",Minneapolis,Second Round,52,False,18,"Dayton, OH",Georgetown,7,Ohio State,2
2006,"March 19, 2006",Oakland,Second Round,56,False,16,"Auburn Hills, MI",Memphis,1,Bucknell,9
2006,"March 19, 2006",Atlanta,Second Round,54,False,21,"Dallas, TX",Texas,2,NC State,10
2006,"March 19, 2006",Minneapolis,Second Round,78,False,4,"Philadelphia, PA",Villanova,1,Arizona,8
2006,"March 19, 2006",Atlanta,Second Round,54,False,13,"Auburn Hills, MI",West Virginia,6,Northwestern State,14
2006,"March 18, 2006",Minneapolis,Second Round,56,False,13,"Salt Lake City, UT",Boston College,4,Montana,12
2006,"March 18, 2006",Atlanta,Second Round,61,False,13,"Greensboro, NC",Duke,1,George Washington,8
2006,"March 18, 2006",Minneapolis,Second Round,60,False,22,"Jacksonville, FL",Florida,3,Milwaukee,11
2006,"March 18, 2006",Oakland,Second Round,80,False,10,"Salt Lake City, UT",Gonzaga,3,Indiana,6
2006,"March 18, 2006",Atlanta,Second Round,57,False,1,"Jacksonville, FL",LSU,4,Texas A&M,12
2006,"March 18, 2006",Oakland,Second Round,59,False,3,"San Diego, CA",UCLA,2,Alabama,10
2006,"March 18, 2006",Washington,Second Round,64,False,3,"San Diego, CA",Washington,5,Illinois,4
2006,"March 18, 2006",Washington,Second Round,73,False,7,"Greensboro, NC",Wichita State,7,Tennessee,2
2006,"March 17, 2006",Minneapolis,First Round,75,False,19,"Philadelphia, PA",Arizona,8,Wisconsin,9
2006,"March 17, 2006",Oakland,First Round,73,False,4,"Auburn Hills, MI",Bradley,13,Kansas,4
2006,"March 17, 2006",Oakland,First Round,55,False,4,"Dallas, TX",Bucknell,9,Arkansas,8
2006,"March 17, 2006",Washington,First Round,59,False,13,"Philadelphia, PA",UConn,1,Albany (NY),16
2006,"March 17, 2006",Washington,First Round,65,False,10,"Dayton, OH",George Mason,11,Michigan State,6
2006,"March 17, 2006",Minneapolis,First Round,49,False,5,"Dayton, OH",Georgetown,7,Northern Iowa,10
2006,"March 17, 2006",Washington,First Round,64,False,5,"Philadelphia, PA",Kentucky,8,UAB,9
2006,"March 17, 2006",Oakland,First Round,78,False,16,"Dallas, TX",Memphis,1,Oral Roberts,16
2006,"March 17, 2006",Washington,First Round,65,False,4,"Dayton, OH",UNC,3,Murray State,14
2006,"March 17, 2006",Atlanta,First Round,52,False,6,"Dallas, TX",NC State,10,California,7
2006,"March 17, 2006",Atlanta,First Round,63,False,1,"Auburn Hills, MI",Northwestern State,14,Iowa,3
2006,"March 17, 2006",Minneapolis,First Round,62,False,8,"Dayton, OH",Ohio State,2,Davidson,15
2006,"March 17, 2006",Oakland,First Round,64,False,15,"Auburn Hills, MI",Pitt,5,Kent State,12
2006,"March 17, 2006",Atlanta,First Round,52,False,8,"Dallas, TX",Texas,2,Penn,15
2006,"March 17, 2006",Minneapolis,First Round,45,False,13,"Philadelphia, PA",Villanova,1,Monmouth,16
2006,"March 17, 2006",Atlanta,First Round,46,False,18,"Auburn Hills, MI",West Virginia,6,Southern Illinois,11
2006,"March 16, 2006",Oakland,First Round,85,False,5,"San Diego, CA",Alabama,10,Marquette,7
2006,"March 16, 2006",Minneapolis,First Round,76,False,12,"Salt Lake City, UT",Boston College,4,Pacific,13
2006,"March 16, 2006",Atlanta,First Round,54,False,16,"Greensboro, NC",Duke,1,Southern,16
2006,"March 16, 2006",Minneapolis,First Round,50,False,26,"Jacksonville, FL",Florida,3,South Alabama,14
2006,"March 16, 2006",Atlanta,First Round,85,True,3,"Greensboro, NC",George Washington,8,UNC Wilmington,9
2006,"March 16, 2006",Oakland,First Round,75,False,4,"Salt Lake City, UT",Gonzaga,3,Xavier,14
2006,"March 16, 2006",Washington,First Round,69,False,9,"San Diego, CA",Illinois,4,Air Force,13
2006,"March 16, 2006",Oakland,First Round,83,False,4,"Salt Lake City, UT",Indiana,6,San Diego State,11
2006,"March 16, 2006",Atlanta,First Round,64,False,16,"Jacksonville, FL",LSU,4,Iona,13
2006,"March 16, 2006",Minneapolis,First Round,74,False,8,"Jacksonville, FL",Milwaukee,11,Oklahoma,6
2006,"March 16, 2006",Minneapolis,First Round,79,False,8,"Salt Lake City, UT",Montana,12,Nevada,5
2006,"March 16, 2006",Washington,First Round,61,False,2,"Greensboro, NC",Tennessee,2,Winthrop,15
2006,"March 16, 2006",Atlanta,First Round,58,False,8,"Jacksonville, FL",Texas A&M,12,Syracuse,5
2006,"March 16, 2006",Oakland,First Round,44,False,34,"San Diego, CA",UCLA,2,Belmont,15
2006,"March 16, 2006",Washington,First Round,61,False,14,"San Diego, CA",Washington,5,Utah State,12
2006,"March 16, 2006",Washington,First Round,66,False,20,"Greensboro, NC",Wichita State,7,Seton Hall,10
2006,"March 14, 2006",Minneapolis,Opening Round,49,False,22,"Dayton, OH",Monmouth,16,Hampton,16
2005,"April 4, 2005",National,National Final,70,False,5,"St. Louis, MO",UNC,1,Illinois,1
2005,"April 2, 2005",National,National Semifinal,57,False,15,"St. Louis, MO",Illinois,1,Louisville,4
2005,"April 2, 2005",National,National Semifinal,71,False,16,"St. Louis, MO",UNC,1,Michigan State,5
2005,"March 27, 2005",Austin,Regional Final,88,False,6,"Austin, TX",Michigan State,5,Kentucky,2
2005,"March 27, 2005",Syracuse,Regional Final,82,False,6,"Syracuse, NY",UNC,1,Wisconsin,6
2005,"March 26, 2005",Chicago,Regional Final,89,True,1,"Chicago, IL",Illinois,1,Arizona,3
2005,"March 26, 2005",Albuquerque,Regional Final,85,True,8,"Albuquerque, NM",Louisville,4,West Virginia,7
2005,"March 25, 2005",Austin,Regional Semifinal,52,False,10,"Austin, TX",Kentucky,2,Utah,6
2005,"March 25, 2005",Austin,Regional Semifinal,68,False,10,"Austin, TX",Michigan State,5,Duke,1
2005,"March 25, 2005",Syracuse,Regional Semifinal,66,False,1,"Syracuse, NY",UNC,1,Villanova,5
2005,"March 25, 2005",Syracuse,Regional Semifinal,56,False,9,"Syracuse, NY",Wisconsin,6,NC State,10
2005,"March 24, 2005",Chicago,Regional Semifinal,78,False,1,"Chicago, IL",Arizona,3,Oklahoma State,2
2005,"March 24, 2005",Chicago,Regional Semifinal,63,False,14,"Chicago, IL",Illinois,1,Milwaukee,12
2005,"March 24, 2005",Albuquerque,Regional Semifinal,79,False,14,"Albuquerque, NM",Louisville,4,Washington,1
2005,"March 24, 2005",Albuquerque,Regional Semifinal,60,False,5,"Albuquerque, NM",West Virginia,7,Texas Tech,6
2005,"March 20, 2005",Austin,Second Round,55,False,8,"Charlotte, NC",Duke,1,Mississippi State,9
2005,"March 20, 2005",Albuquerque,Second Round,54,False,22,"Nashville, TN",Louisville,4,Georgia Tech,5
2005,"March 20, 2005",Austin,Second Round,61,False,11,"Worcester, MA",Michigan State,5,Vermont,13
2005,"March 20, 2005",Syracuse,Second Round,65,False,27,"Charlotte, NC",UNC,1,Iowa State,9
2005,"March 20, 2005",Syracuse,Second Round,62,False,3,"Worcester, MA",NC State,10,UConn,2
2005,"March 20, 2005",Chicago,Second Round,77,False,8,"Oklahoma City, OK",Oklahoma State,2,Southern Illinois,7
2005,"March 20, 2005",Syracuse,Second Round,65,False,11,"Nashville, TN",Villanova,5,Florida,4
2005,"March 20, 2005",Syracuse,Second Round,62,False,9,"Oklahoma City, OK",Wisconsin,6,Bucknell,14
2005,"March 19, 2005",Chicago,Second Round,63,False,22,"Boise, ID",Arizona,3,UAB,11
2005,"March 19, 2005",Chicago,Second Round,59,False,12,"Indianapolis, IN",Illinois,1,Nevada,9
2005,"March 19, 2005",Austin,Second Round,60,False,9,"Indianapolis, IN",Kentucky,2,Cincinnati,7
2005,"March 19, 2005",Chicago,Second Round,75,False,8,"Cleveland, OH",Milwaukee,12,Boston College,4
2005,"March 19, 2005",Albuquerque,Second Round,69,False,2,"Tucson, AZ",Texas Tech,6,Gonzaga,3
2005,"March 19, 2005",Austin,Second Round,58,False,9,"Tucson, AZ",Utah,6,Oklahoma,3
2005,"March 19, 2005",Albuquerque,Second Round,79,False,18,"Boise, ID",Washington,1,Pacific,8
2005,"March 19, 2005",Albuquerque,Second Round,105,False,6,"Cleveland, OH",West Virginia,7,Wake Forest,2
2005,"March 18, 2005",Syracuse,First Round,63,False,1,"Oklahoma City, OK",Bucknell,14,Kansas,3
2005,"March 18, 2005",Syracuse,First Round,71,False,6,"Worcester, MA",UConn,2,UCF,15
2005,"March 18, 2005",Austin,First Round,46,False,11,"Charlotte, NC",Duke,1,Delaware State,16
2005,"March 18, 2005",Syracuse,First Round,62,False,5,"Nashville, TN",Florida,4,Ohio,13
2005,"March 18, 2005",Albuquerque,First Round,68,False,12,"Nashville, TN",Georgia Tech,5,George Washington,12
2005,"March 18, 2005",Syracuse,First Round,53,False,11,"Charlotte, NC",Iowa State,9,Minnesota,8
2005,"March 18, 2005",Albuquerque,First Round,62,False,6,"Nashville, TN",Louisville,4,Louisiana,13
2005,"March 18, 2005",Austin,First Round,81,False,8,"Worcester, MA",Michigan State,5,Old Dominion,12
2005,"March 18, 2005",Austin,First Round,70,False,23,"Charlotte, NC",Mississippi State,9,Stanford,8
2005,"March 18, 2005",Syracuse,First Round,68,False,28,"Charlotte, NC",UNC,1,Oakland,16
2005,"March 18, 2005",Syracuse,First Round,63,False,12,"Worcester, MA",NC State,10,Charlotte,7
2005,"March 18, 2005",Chicago,First Round,50,False,13,"Oklahoma City, OK",Oklahoma State,2,Southeastern Louisiana,15
2005,"March 18, 2005",Chicago,First Round,56,False,9,"Oklahoma City, OK",Southern Illinois,7,Saint Mary's,10
2005,"March 18, 2005",Austin,First Round,57,True,3,"Worcester, MA",Vermont,13,Syracuse,4
2005,"March 18, 2005",Syracuse,First Round,47,False,8,"Nashville, TN",Villanova,5,New Mexico,12
2005,"March 18, 2005",Syracuse,First Round,52,False,5,"Oklahoma City, OK",Wisconsin,6,Northern Iowa,11
2005,"March 17, 2005",Chicago,First Round,68,False,14,"Boise, ID",UAB,11,LSU,6
2005,"March 17, 2005",Chicago,First Round,53,False,13,"Boise, ID",Arizona,3,Utah State,14
2005,"March 17, 2005",Chicago,First Round,65,False,20,"Cleveland, OH",Boston College,4,Penn,13
2005,"March 17, 2005",Austin,First Round,64,False,12,"Indianapolis, IN",Cincinnati,7,Iowa,10
2005,"March 17, 2005",Albuquerque,First Round,64,False,10,"Tucson, AZ",Gonzaga,3,Winthrop,14
2005,"March 17, 2005",Chicago,First Round,55,False,12,"Indianapolis, IN",Illinois,1,Fairleigh Dickinson,16
2005,"March 17, 2005",Austin,First Round,64,False,8,"Indianapolis, IN",Kentucky,2,Eastern Kentucky,15
2005,"March 17, 2005",Chicago,First Round,73,False,10,"Cleveland, OH",Milwaukee,12,Alabama,5
2005,"March 17, 2005",Chicago,First Round,57,False,4,"Indianapolis, IN",Nevada,9,Texas,8
2005,"March 17, 2005",Austin,First Round,67,False,17,"Tucson, AZ",Oklahoma,3,Niagara,14
2005,"March 17, 2005",Albuquerque,First Round,71,False,8,"Boise, ID",Pacific,8,Pitt,9
2005,"March 17, 2005",Albuquerque,First Round,66,False,12,"Tucson, AZ",Texas Tech,6,UCLA,11
2005,"March 17, 2005",Austin,First Round,54,False,6,"Tucson, AZ",Utah,6,UTEP,11
2005,"March 17, 2005",Albuquerque,First Round,54,False,16,"Cleveland, OH",Wake Forest,2,Chattanooga,15
2005,"March 17, 2005",Albuquerque,First Round,77,False,11,"Boise, ID",Washington,1,Montana,16
2005,"March 17, 2005",Albuquerque,First Round,61,False,2,"Cleveland, OH",West Virginia,7,Creighton,10
2005,"March 15, 2005",Syracuse,Opening Round,69,False,10,"Dayton, OH",Oakland,16,Alabama A&M,16
2004,"April 5, 2004",National,National Final,73,False,9,"San Antonio, TX",UConn,2,Georgia Tech,3
2004,"April 3, 2004",National,National Semifinal,78,False,1,"San Antonio, TX",UConn,2,Duke,1
2004,"April 3, 2004",National,National Semifinal,65,False,2,"San Antonio, TX",Georgia Tech,3,Oklahoma State,2
2004,"March 28, 2004",Atlanta,Regional Final,63,False,3,"Atlanta, GA",Duke,1,Xavier,7
2004,"March 28, 2004",St. Louis,Regional Final,71,True,8,"St. Louis, MO",Georgia Tech,3,Kansas,4
2004,"March 27, 2004",Phoenix,Regional Final,71,False,16,"Phoenix, AZ",UConn,2,Alabama,8
2004,"March 27, 2004",East Rutherford,Regional Final,62,False,2,"East Rutherford, NJ",Oklahoma State,2,St. Joseph's,1
2004,"March 26, 2004",Atlanta,Regional Semifinal,62,False,10,"Atlanta, GA",Duke,1,Illinois,5
2004,"March 26, 2004",St. Louis,Regional Semifinal,67,False,5,"St. Louis, MO",Georgia Tech,3,Nevada,10
2004,"March 26, 2004",St. Louis,Regional Semifinal,74,False,26,"St. Louis, MO",Kansas,4,UAB,9
2004,"March 26, 2004",Atlanta,Regional Semifinal,71,False,8,"Atlanta, GA",Xavier,7,Texas,3
2004,"March 25, 2004",Phoenix,Regional Semifinal,71,False,9,"Phoenix, AZ",Alabama,8,Syracuse,5
2004,"March 25, 2004",Phoenix,Regional Semifinal,53,False,20,"Phoenix, AZ",UConn,2,Vanderbilt,6
2004,"March 25, 2004",East Rutherford,Regional Semifinal,51,False,12,"East Rutherford, NJ",Oklahoma State,2,Pitt,3
2004,"March 25, 2004",East Rutherford,Regional Semifinal,80,False,4,"East Rutherford, NJ",St. Joseph's,1,Wake Forest,4
2004,"March 21, 2004",St. Louis,Second Round,75,False,1,"Columbus, OH",UAB,9,Kentucky,1
2004,"March 21, 2004",St. Louis,Second Round,54,False,3,"Milwaukee, WI",Georgia Tech,3,Boston College,6
2004,"March 21, 2004",Atlanta,Second Round,68,False,24,"Columbus, OH",Illinois,5,Cincinnati,4
2004,"March 21, 2004",St. Louis,Second Round,63,False,15,"Kansas City, MO",Kansas,4,Pacific,12
2004,"March 21, 2004",East Rutherford,Second Round,53,False,17,"Kansas City, MO",Oklahoma State,2,Memphis,7
2004,"March 21, 2004",East Rutherford,Second Round,55,False,4,"Milwaukee, WI",Pitt,3,Wisconsin,6
2004,"March 21, 2004",Phoenix,Second Round,73,False,2,"Denver, CO",Vanderbilt,6,NC State,3
2004,"March 21, 2004",Atlanta,Second Round,74,False,15,"Orlando, FL",Xavier,7,Mississippi State,2
2004,"March 20, 2004",Phoenix,Second Round,67,False,3,"Seattle, WA",Alabama,8,Stanford,1
2004,"March 20, 2004",Phoenix,Second Round,55,False,17,"Buffalo, NY",UConn,2,DePaul,7
2004,"March 20, 2004",Atlanta,Second Round,62,False,28,"Raleigh, NC",Duke,1,Seton Hall,8
2004,"March 20, 2004",St. Louis,Second Round,72,False,19,"Seattle, WA",Nevada,10,Gonzaga,2
2004,"March 20, 2004",East Rutherford,Second Round,65,False,5,"Buffalo, NY",St. Joseph's,1,Texas Tech,8
2004,"March 20, 2004",Phoenix,Second Round,70,False,2,"Denver, CO",Syracuse,5,Maryland,4
