Year,Date,Region,Round,PTS,OT,Diff,Location,WinningTeam,WinningSeed,LosingTeam,LosingSeed
2012,"March 24, 2012",West,Regional Final,68,False,4,"Phoenix, AZ",Louisville,4,Florida,7
2012,"March 23, 2012",South,Regional Semifinal,70,False,5,"Atlanta, GA",Baylor,3,Xavier,10
2012,"March 23, 2012",Midwest,Regional Semifinal,65,True,8,"St. Louis, MO",UNC,1,Ohio,13
2012,"March 23, 2012",Midwest,Regional Semifinal,57,False,3,"St. Louis, MO",Kansas,2,NC State,11
2012,"March 23, 2012",South,Regional Semifinal,90,False,12,"Atlanta, GA",Kentucky,1,Indiana,4
2012,"March 22, 2012",East,Regional Semifinal,66,False,15,"Boston, MA",Ohio State,2,Cincinnati,6
2012,"March 22, 2012",West,Regional Semifinal,58,False,10,"Phoenix, AZ",Florida,7,Marquette,3
2012,"March 22, 2012",West,Regional Semifinal,44,False,13,"Phoenix, AZ",Louisville,4,Michigan State,1
2012,"March 22, 2012",East,Regional Semifinal,63,False,1,"Boston, MA",Syracuse,1,Wisconsin,4
2012,"March 18, 2012",Midwest,Third Round,60,False,3,"Omaha, NE",Kansas,2,Purdue,10
2012,"March 18, 2012",Midwest,Third Round,56,False,6,"Nashville, TN",Ohio,13,South Florida,12
2012,"March 18, 2012",Midwest,Third Round,63,False,3,"Columbus, OH",NC State,11,Georgetown,3
2012,"March 18, 2012",Midwest,Third Round,73,False,14,"Greensboro, NC",UNC,1,Creighton,8
2012,"March 18, 2012",West,Third Round,61,False,4,"Columbus, OH",Michigan State,1,Saint Louis,9
2012,"March 18, 2012",South,Third Round,58,False,12,"Greensboro, NC",Xavier,10,Lehigh,15
2012,"March 18, 2012",East,Third Round,56,False,6,"Nashville, TN",Cincinnati,6,Florida State,3
2012,"March 18, 2012",West,Third Round,50,False,34,"Omaha, NE",Florida,7,Norfolk State,15
2012,"March 17, 2012",West,Third Round,53,False,9,"Louisville, KY",Marquette,3,Murray State,6
2012,"March 17, 2012",East,Third Round,59,False,16,"Pittsburgh, PA",Syracuse,1,Kansas State,8
2012,"March 17, 2012",South,Third Round,63,False,17,"The Pit, Al",Baylor,3,Colorado,11
2012,"March 17, 2012",East,Third Round,57,False,3,"Albuquerque, NM",Wisconsin,4,Vanderbilt,5
2012,"March 17, 2012",West,Third Round,56,False,3,"Portland, OR",Louisville,4,New Mexico,5
2012,"March 17, 2012",East,Third Round,66,False,7,"Pittsburgh, PA",Ohio State,2,Gonzaga,7
2012,"March 17, 2012",South,Third Round,71,False,16,"Louisville, KY",Kentucky,1,Iowa State,8
2012,"March 17, 2012",South,Third Round,61,False,2,"Portland, OR",Indiana,4,VCU,12
2012,"March 16, 2012",South,Second Round,63,False,4,"Greensboro, NC",Xavier,10,Notre Dame,7
2012,"March 16, 2012",Midwest,Second Round,60,False,5,"Nashville, TN",Ohio,13,Michigan,4
2012,"March 16, 2012",East,Second Round,59,False,6,"Nashville, TN",Cincinnati,6,Texas,11
2012,"March 16, 2012",Midwest,Second Round,65,False,14,"Columbus, OH",NC State,11,San Diego State,6
2012,"March 16, 2012",Midwest,Second Round,69,False,3,"Omaha, NE",Purdue,10,Saint Mary's,7
2012,"March 16, 2012",Midwest,Second Round,57,False,1,"Greensboro, NC",Creighton,8,Alabama,9
2012,"March 16, 2012",Midwest,Second Round,58,False,19,"Greensboro, NC",UNC,1,Vermont,16
2012,"March 16, 2012",West,Second Round,84,False,2,"Omaha, NE",Norfolk State,15,Missouri,2
2012,"March 16, 2012",West,Second Round,54,False,7,"Columbus, OH",Saint Louis,9,Memphis,8
2012,"March 16, 2012",West,Second Round,45,False,26,"Omaha, NE",Florida,7,Virginia,10
2012,"March 16, 2012",East,Second Round,63,False,3,"Nashville, TN",Florida State,3,St. Bonaventure,14
2012,"March 16, 2012",Midwest,Second Round,59,False,15,"Columbus, OH",Georgetown,3,Belmont,14
2012,"March 16, 2012",Midwest,Second Round,44,False,14,"Nashville, TN",South Florida,12,Temple,5
2012,"March 16, 2012",South,Second Round,70,False,5,"Greensboro, NC",Lehigh,15,Duke,2
2012,"March 16, 2012",West,Second Round,67,False,22,"Columbus, OH",Michigan State,1,LIU,16
2012,"March 16, 2012",Midwest,Second Round,50,False,15,"Omaha, NE",Kansas,2,Detroit,15
2012,"March 15, 2012",West,Second Round,68,False,20,"Louisville, KY",Marquette,3,BYU,14
2012,"March 15, 2012",South,Second Round,60,False,8,"Albuquerque, NM",Baylor,3,South Dakota State,14
2012,"March 15, 2012",East,Second Round,49,False,24,"Albuquerque, NM",Wisconsin,4,Montana,13
2012,"March 15, 2012",East,Second Round,59,False,19,"Pittsburgh, PA",Ohio State,2,Loyola (MD),15
2012,"March 15, 2012",South,Second Round,64,False,4,"Albuquerque, NM",Colorado,11,UNLV,6
2012,"March 15, 2012",South,Second Round,59,False,3,"Portland, OR",VCU,12,Wichita State,5
2012,"March 15, 2012",West,Second Round,68,False,7,"Portland, OR",New Mexico,5,Long Beach State,12
2012,"March 15, 2012",West,Second Round,41,False,17,"Louisville, KY",Murray State,6,Colorado State,11
2012,"March 15, 2012",East,Second Round,54,False,23,"Pittsburgh, PA",Gonzaga,7,West Virginia,10
2012,"March 15, 2012",East,Second Round,70,False,9,"Albuquerque, NM",Vanderbilt,5,Harvard,12
2012,"March 15, 2012",South,Second Round,66,False,13,"Portland, OR",Indiana,4,New Mexico State,13
2012,"March 15, 2012",South,Second Round,64,False,13,"Louisville, KY",Iowa State,8,UConn,9
2012,"March 15, 2012",East,Second Round,64,False,6,"Pittsburgh, PA",Kansas State,8,Southern Miss,9
2012,"March 15, 2012",South,Second Round,66,False,15,"Louisville, KY",Kentucky,1,Western Kentucky,16
2012,"March 15, 2012",West,Second Round,62,False,7,"Portland, OR",Louisville,4,Davidson,13
2012,"March 15, 2012",East,Second Round,65,False,7,"Pittsburgh, PA",Syracuse,1,UNC Asheville,16
2012,"March 14, 2012",Midwest,First Round,59,False,12,"Dayton, OH",Vermont,16,Lamar,16
2012,"March 14, 2012",Midwest,First Round,54,False,11,"Dayton, OH",South Florida,12,California,12
2012,"March 13, 2012",West,First Round,72,False,6,"Dayton, OH",BYU,14,Iona,14
2012,"March 13, 2012",South,First Round,58,False,1,"Dayton, OH",Western Kentucky,16,Mississippi Valley State,16
2011,"April 4, 2011",National,National Final,41,False,12,"Houston, TX",UConn,3,Butler,8
2011,"April 2, 2011",National,National Semifinal,62,False,8,"Houston, TX",Butler,8,VCU,11
2011,"April 2, 2011",National,National Semifinal,55,False,1,"Houston, TX",UConn,3,Kentucky,4
2011,"March 27, 2011",East,Regional Final,69,False,7,"Newark, NJ",Kentucky,4,UNC,2
2011,"March 27, 2011",Southwest,Regional Final,61,False,10,"San Antonio, TX",VCU,11,Kansas,1
2011,"March 26, 2011",Southeast,Regional Final,71,True,3,"New Orleans, LA",Butler,8,Florida,2
2011,"March 26, 2011",West,Regional Final,63,False,2,"Anaheim, CA",UConn,3,Arizona,5
2011,"March 25, 2011",Southwest,Regional Semifinal,57,False,20,"San Antonio, TX",Kansas,1,Richmond,12
2011,"March 25, 2011",East,Regional Semifinal,60,False,2,"Newark, NJ",Kentucky,4,Ohio State,1
2011,"March 25, 2011",East,Regional Semifinal,63,False,18,"Newark, NJ",UNC,2,Marquette,11
2011,"March 25, 2011",Southwest,Regional Semifinal,71,True,1,"San Antonio, TX",VCU,11,Florida State,10
2011,"March 24, 2011",West,Regional Semifinal,77,False,16,"Anaheim, CA",Arizona,5,Duke,1
2011,"March 24, 2011",Southeast,Regional Semifinal,54,False,7,"New Orleans, LA",Butler,8,Wisconsin,4
2011,"March 24, 2011",West,Regional Semifinal,67,False,7,"Anaheim, CA",UConn,3,San Diego State,2
2011,"March 24, 2011",Southeast,Regional Semifinal,74,True,9,"New Orleans, LA",Florida,2,BYU,3
2011,"March 20, 2011",West,Third Round,69,False,1,"Tulsa, OK",Arizona,5,Texas,4
2011,"March 20, 2011",West,Third Round,71,False,2,"Charlotte, NC",Duke,1,Michigan,8
2011,"March 20, 2011",Southwest,Third Round,57,False,14,"Chicago, IL",Florida State,10,Notre Dame,2
2011,"March 20, 2011",Southwest,Third Round,59,False,14,"Tulsa, OK",Kansas,1,Illinois,9
2011,"March 20, 2011",East,Third Round,62,False,4,"Cleveland, OH",Marquette,11,Syracuse,3
2011,"March 20, 2011",East,Third Round,83,False,3,"Charlotte, NC",UNC,2,Washington,7
2011,"March 20, 2011",East,Third Round,66,False,32,"Cleveland, OH",Ohio State,1,George Mason,8
2011,"March 20, 2011",Southwest,Third Round,76,False,18,"Chicago, IL",VCU,11,Purdue,3
2011,"March 19, 2011",Southeast,Third Round,67,False,22,"Denver, CO",BYU,3,Gonzaga,11
2011,"March 19, 2011",Southeast,Third Round,70,False,1,"Washington, DC",Butler,8,Pitt,1
2011,"March 19, 2011",West,Third Round,58,False,11,"Washington, DC",UConn,3,Cincinnati,6
2011,"March 19, 2011",Southeast,Third Round,65,False,8,"Tampa, FL",Florida,2,UCLA,7
2011,"March 19, 2011",East,Third Round,63,False,8,"Tampa, FL",Kentucky,4,West Virginia,5
2011,"March 19, 2011",Southwest,Third Round,48,False,17,"Denver, CO",Richmond,12,Morehead State,13
2011,"March 19, 2011",West,Third Round,64,False,7,"Tucson, AZ",San Diego State,2,Temple,7
2011,"March 19, 2011",Southeast,Third Round,65,False,5,"Tucson, AZ",Wisconsin,4,Kansas State,5
2011,"March 18, 2011",West,Second Round,75,False,2,"Tulsa, OK",Arizona,5,Memphis,12
2011,"March 18, 2011",West,Second Round,45,False,42,"Charlotte, NC",Duke,1,Hampton,16
2011,"March 18, 2011",Southwest,Second Round,50,False,7,"Chicago, IL",Florida State,10,Texas A&M,7
2011,"March 18, 2011",East,Second Round,57,False,4,"Cleveland, OH",George Mason,8,Villanova,9
2011,"March 18, 2011",Southwest,Second Round,62,False,11,"Tulsa, OK",Illinois,9,UNLV,8
2011,"March 18, 2011",Southwest,Second Round,53,False,19,"Tulsa, OK",Kansas,1,Boston University,16
2011,"March 18, 2011",East,Second Round,55,False,11,"Cleveland, OH",Marquette,11,Xavier,6
2011,"March 18, 2011",West,Second Round,45,False,30,"Charlotte, NC",Michigan,8,Tennessee,9
2011,"March 18, 2011",East,Second Round,87,False,15,"Charlotte, NC",UNC,2,LIU,15
2011,"March 18, 2011",Southwest,Second Round,56,False,13,"Chicago, IL",Notre Dame,2,Akron,15
2011,"March 18, 2011",East,Second Round,46,False,29,"Cleveland, OH",Ohio State,1,UTSA,16
2011,"March 18, 2011",Southwest,Second Round,43,False,22,"Chicago, IL",Purdue,3,St. Peter's,14
2011,"March 18, 2011",East,Second Round,60,False,17,"Cleveland, OH",Syracuse,3,Indiana State,14
2011,"March 18, 2011",West,Second Round,81,False,4,"Tulsa, OK",Texas,4,Oakland,13
2011,"March 18, 2011",Southwest,Second Round,56,False,18,"Chicago, IL",VCU,11,Georgetown,6
2011,"March 18, 2011",East,Second Round,65,False,3,"Charlotte, NC",Washington,7,Georgia,10
2011,"March 17, 2011",Southeast,Second Round,66,False,8,"Denver, CO",BYU,3,Wofford,14
2011,"March 17, 2011",Southeast,Second Round,58,False,2,"Washington, DC",Butler,8,Old Dominion,9
2011,"March 17, 2011",West,Second Round,63,False,15,"Washington, DC",Cincinnati,6,Missouri,11
2011,"March 17, 2011",West,Second Round,52,False,29,"Washington, DC",UConn,3,Bucknell,14
2011,"March 17, 2011",Southeast,Second Round,51,False,28,"Tampa, FL",Florida,2,UCSB,15
2011,"March 17, 2011",Southeast,Second Round,71,False,15,"Denver, CO",Gonzaga,11,St. John's (NY),6
2011,"March 17, 2011",Southeast,Second Round,68,False,5,"Tucson, AZ",Kansas State,5,Utah State,12
2011,"March 17, 2011",East,Second Round,57,False,2,"Tampa, FL",Kentucky,4,Princeton,13
2011,"March 17, 2011",Southwest,Second Round,61,False,1,"Denver, CO",Morehead State,13,Louisville,4
2011,"March 17, 2011",Southeast,Second Round,51,False,23,"Washington, DC",Pitt,1,UNC Asheville,16
2011,"March 17, 2011",Southwest,Second Round,66,False,3,"Denver, CO",Richmond,12,Vanderbilt,5
2011,"March 17, 2011",West,Second Round,50,False,18,"Tucson, AZ",San Diego State,2,Northern Colorado,15
2011,"March 17, 2011",West,Second Round,64,False,2,"Tucson, AZ",Temple,7,Penn State,10
2011,"March 17, 2011",Southeast,Second Round,76,False,2,"Tampa, FL",UCLA,7,Michigan State,10
2011,"March 17, 2011",East,Second Round,76,False,8,"Tampa, FL",West Virginia,5,Clemson,12
2011,"March 17, 2011",Southeast,Second Round,58,False,14,"Tucson, AZ",Wisconsin,4,Belmont,13
2011,"March 16, 2011",East,First Round,61,False,9,"Dayton, OH",UTSA,16,Alabama State,16
2011,"March 16, 2011",Southwest,First Round,46,False,13,"Dayton, OH",VCU,11,USC,11
2011,"March 15, 2011",East,First Round,52,False,18,"Dayton, OH",Clemson,12,UAB,12
2011,"March 15, 2011",Southeast,First Round,77,True,4,"Dayton, OH",UNC Asheville,16,Little Rock,16
2010,"April 5, 2010",National,National Final,59,False,2,"Indianapolis, IN",Duke,1,Butler,5
2010,"April 3, 2010",National,National Semifinal,50,False,2,"Indianapolis, IN",Butler,5,Michigan State,5
2010,"April 3, 2010",National,National Semifinal,57,False,21,"Indianapolis, IN",Duke,1,West Virginia,2
2010,"March 28, 2010",South,Regional Final,71,False,7,"Houston, TX",Duke,1,Baylor,3
2010,"March 28, 2010",Midwest,Regional Final,69,False,1,"St. Louis, MO",Michigan State,5,Tennessee,6
2010,"March 27, 2010",West,Regional Final,56,False,7,"Salt Lake City, UT",Butler,5,Kansas State,2
2010,"March 27, 2010",East,Regional Final,66,False,7,"Syracuse, NY",West Virginia,2,Kentucky,1
2010,"March 26, 2010",South,Regional Semifinal,49,False,23,"Houston, TX",Baylor,3,Saint Mary's,10
2010,"March 26, 2010",South,Regional Semifinal,57,False,13,"Houston, TX",Duke,1,Purdue,4
2010,"March 26, 2010",Midwest,Regional Semifinal,52,False,7,"St. Louis, MO",Michigan State,5,Northern Iowa,9
2010,"March 26, 2010",Midwest,Regional Semifinal,73,False,3,"St. Louis, MO",Tennessee,6,Ohio State,2
2010,"March 25, 2010",West,Regional Semifinal,59,False,4,"Salt Lake City, UT",Butler,5,Syracuse,1
2010,"March 25, 2010",West,Regional Semifinal,96,False,5,"Salt Lake City, UT",Kansas State,2,Xavier,6
2010,"March 25, 2010",East,Regional Semifinal,45,False,17,"Syracuse, NY",Kentucky,1,Cornell,12
2010,"March 25, 2010",East,Regional Semifinal,56,False,13,"Syracuse, NY",West Virginia,2,Washington,11
2010,"March 21, 2010",East,Second Round,69,False,18,"Jacksonville, FL",Cornell,12,Wisconsin,4
2010,"March 21, 2010",South,Second Round,53,False,15,"Jacksonville, FL",Duke,1,California,8
2010,"March 21, 2010",Midwest,Second Round,83,False,2,"Spokane, WA",Michigan State,5,Maryland,4
2010,"March 21, 2010",Midwest,Second Round,66,False,9,"Milwaukee, WI",Ohio State,2,Georgia Tech,10
2010,"March 21, 2010",South,Second Round,61,True,2,"Spokane, WA",Purdue,4,Texas A&M,5
2010,"March 21, 2010",West,Second Round,65,False,22,"Buffalo, NY",Syracuse,1,Gonzaga,8
2010,"March 21, 2010",East,Second Round,59,False,9,"Buffalo, NY",West Virginia,2,Missouri,10
2010,"March 21, 2010",West,Second Round,68,False,3,"Milwaukee, WI",Xavier,6,Pitt,3
2010,"March 20, 2010",South,Second Round,68,False,8,"New Orleans, LA",Baylor,3,Old Dominion,11
2010,"March 20, 2010",West,Second Round,52,False,2,"San Jose, CA",Butler,5,Murray State,13
2010,"March 20, 2010",West,Second Round,72,False,12,"Oklahoma City, OK",Kansas State,2,BYU,7
2010,"March 20, 2010",East,Second Round,60,False,30,"New Orleans, LA",Kentucky,1,Wake Forest,9
2010,"March 20, 2010",Midwest,Second Round,67,False,2,"Oklahoma City, OK",Northern Iowa,9,Kansas,1
2010,"March 20, 2010",South,Second Round,68,False,7,"Providence, RI",Saint Mary's,10,Villanova,2
2010,"March 20, 2010",Midwest,Second Round,68,False,15,"Providence, RI",Tennessee,6,Ohio,14
2010,"March 20, 2010",East,Second Round,64,False,18,"San Jose, CA",Washington,11,New Mexico,3
2010,"March 19, 2010",South,First Round,62,False,15,"Jacksonville, FL",California,8,Louisville,9
2010,"March 19, 2010",East,First Round,65,False,13,"Jacksonville, FL",Cornell,12,Temple,5
2010,"March 19, 2010",South,First Round,44,False,29,"Jacksonville, FL",Duke,1,Arkansas-Pine Bluff,16
2010,"March 19, 2010",Midwest,First Round,59,False,5,"Milwaukee, WI",Georgia Tech,10,Oklahoma State,7
2010,"March 19, 2010",West,First Round,60,False,7,"Buffalo, NY",Gonzaga,8,Florida State,9
2010,"March 19, 2010",Midwest,First Round,77,False,12,"Spokane, WA",Maryland,4,Houston,13
2010,"March 19, 2010",Midwest,First Round,67,False,3,"Spokane, WA",Michigan State,5,New Mexico State,12
2010,"March 19, 2010",East,First Round,78,False,8,"Buffalo, NY",Missouri,10,Clemson,7
2010,"March 19, 2010",Midwest,First Round,51,False,17,"Milwaukee, WI",Ohio State,2,UCSB,15
2010,"March 19, 2010",West,First Round,66,False,23,"Milwaukee, WI",Pitt,3,Oakland,14
2010,"March 19, 2010",South,First Round,64,False,8,"Spokane, WA",Purdue,4,Siena,13
2010,"March 19, 2010",West,First Round,56,False,23,"Buffalo, NY",Syracuse,1,Vermont,16
2010,"March 19, 2010",South,First Round,53,False,16,"Spokane, WA",Texas A&M,5,Utah State,12
2010,"March 19, 2010",East,First Round,50,False,27,"Buffalo, NY",West Virginia,2,Morgan State,15
2010,"March 19, 2010",East,First Round,49,False,4,"Jacksonville, FL",Wisconsin,4,Wofford,13
2010,"March 19, 2010",West,First Round,54,False,11,"Milwaukee, WI",Xavier,6,Minnesota,11
2010,"March 18, 2010",South,First Round,59,False,9,"New Orleans, LA",Baylor,3,Sam Houston State,14
2010,"March 18, 2010",West,First Round,92,False,7,"Oklahoma City, OK",BYU,7,Florida,10
2010,"March 18, 2010",West,First Round,59,False,18,"San Jose, CA",Butler,5,UTEP,12
2010,"March 18, 2010",Midwest,First Round,74,False,16,"Oklahoma City, OK",Kansas,1,Lehigh,16
2010,"March 18, 2010",West,First Round,62,False,20,"Oklahoma City, OK",Kansas State,2,North Texas,15
2010,"March 18, 2010",East,First Round,71,False,29,"New Orleans, LA",Kentucky,1,ETSU,16
2010,"March 18, 2010",West,First Round,65,False,1,"San Jose, CA",Murray State,13,Vanderbilt,4
2010,"March 18, 2010",East,First Round,57,False,5,"San Jose, CA",New Mexico,3,Montana,14
2010,"March 18, 2010",Midwest,First Round,66,False,3,"Oklahoma City, OK",Northern Iowa,9,UNLV,8
2010,"March 18, 2010",Midwest,First Round,83,False,14,"Providence, RI",Ohio,14,Georgetown,3
2010,"March 18, 2010",South,First Round,50,False,1,"New Orleans, LA",Old Dominion,11,Notre Dame,6
2010,"March 18, 2010",South,First Round,71,False,9,"Providence, RI",Saint Mary's,10,Richmond,7
2010,"March 18, 2010",Midwest,First Round,59,False,3,"Providence, RI",Tennessee,6,San Diego State,11
2010,"March 18, 2010",South,First Round,70,True,3,"Providence, RI",Villanova,2,Robert Morris,15
2010,"March 18, 2010",East,First Round,80,True,1,"New Orleans, LA",Wake Forest,9,Texas,8
2010,"March 18, 2010",East,First Round,78,False,2,"San Jose, CA",Washington,11,Marquette,6
2010,"March 16, 2010",South,Opening Round,44,False,17,"Dayton, OH",Arkansas-Pine Bluff,16,Winthrop,16
2009,"April 6, 2009",National,National Final,72,False,17,"Detroit, MI",UNC,1,Michigan State,2
2009,"April 4, 2009",National,National Semifinal,73,False,9,"Detroit, MI",Michigan State,2,UConn,1
2009,"April 4, 2009",National,National Semifinal,69,False,14,"Detroit, MI",UNC,1,Villanova,3
2009,"March 29, 2009",Midwest,Regional Final,52,False,12,"Indianapolis, IN",Michigan State,2,Louisville,1
2009,"March 29, 2009",South,Regional Final,60,False,12,"Memphis, TN",UNC,1,Oklahoma,2
2009,"March 28, 2009",West,Regional Final,75,False,7,"Glendale, AZ",UConn,1,Missouri,3
2009,"March 28, 2009",East,Regional Final,76,False,2,"Boston, MA",Villanova,3,Pitt,1
2009,"March 27, 2009",Midwest,Regional Semifinal,64,False,39,"Indianapolis, IN",Louisville,1,Arizona,12
2009,"March 27, 2009",Midwest,Regional Semifinal,62,False,5,"Indianapolis, IN",Michigan State,2,Kansas,3
2009,"March 27, 2009",South,Regional Semifinal,77,False,21,"Memphis, TN",UNC,1,Gonzaga,4
2009,"March 27, 2009",South,Regional Semifinal,71,False,13,"Memphis, TN",Oklahoma,2,Syracuse,3
2009,"March 26, 2009",West,Regional Semifinal,60,False,12,"Glendale, AZ",UConn,1,Purdue,5
2009,"March 26, 2009",West,Regional Semifinal,91,False,11,"Glendale, AZ",Missouri,3,Memphis,2
2009,"March 26, 2009",East,Regional Semifinal,55,False,5,"Boston, MA",Pitt,1,Xavier,4
2009,"March 26, 2009",East,Regional Semifinal,54,False,23,"Boston, MA",Villanova,3,Duke,2
2009,"March 22, 2009",Midwest,Second Round,57,False,14,"Miami, FL",Arizona,12,Cleveland State,13
2009,"March 22, 2009",Midwest,Second Round,43,False,17,"Minneapolis, MN",Kansas,3,Dayton,11
2009,"March 22, 2009",Midwest,Second Round,72,False,7,"Dayton, OH",Louisville,1,Siena,9
2009,"March 22, 2009",Midwest,Second Round,69,False,5,"Minneapolis, MN",Michigan State,2,USC,10
2009,"March 22, 2009",West,Second Round,79,False,4,"Boise, ID",Missouri,3,Marquette,6
2009,"March 22, 2009",East,Second Round,76,False,8,"Dayton, OH",Pitt,1,Oklahoma State,8
2009,"March 22, 2009",South,Second Round,67,False,11,"Miami, FL",Syracuse,3,Arizona State,6
2009,"March 22, 2009",East,Second Round,49,False,11,"Boise, ID",Xavier,4,Wisconsin,12
2009,"March 21, 2009",West,Second Round,66,False,26,"Philadelphia, PA",UConn,1,Texas A&M,9
2009,"March 21, 2009",East,Second Round,69,False,5,"Greensboro, NC",Duke,2,Texas,7
2009,"March 21, 2009",South,Second Round,81,False,2,"Portland, OR",Gonzaga,4,Western Kentucky,12
2009,"March 21, 2009",West,Second Round,70,False,19,"Kansas City, MO",Memphis,2,Maryland,10
2009,"March 21, 2009",South,Second Round,70,False,14,"Greensboro, NC",UNC,1,LSU,8
2009,"March 21, 2009",South,Second Round,63,False,10,"Kansas City, MO",Oklahoma,2,Michigan,10
2009,"March 21, 2009",West,Second Round,74,False,2,"Portland, OR",Purdue,5,Washington,4
2009,"March 21, 2009",East,Second Round,69,False,20,"Philadelphia, PA",Villanova,3,UCLA,6
2009,"March 20, 2009",Midwest,First Round,71,False,13,"Miami, FL",Arizona,12,Utah,5
2009,"March 20, 2009",South,First Round,57,False,9,"Miami, FL",Arizona State,6,Temple,11
2009,"March 20, 2009",Midwest,First Round,69,False,15,"Miami, FL",Cleveland State,13,Wake Forest,4
2009,"March 20, 2009",Midwest,First Round,60,False,8,"Minneapolis, MN",Dayton,11,West Virginia,6
2009,"March 20, 2009",Midwest,First Round,74,False,10,"Minneapolis, MN",Kansas,3,North Dakota State,14
2009,"March 20, 2009",Midwest,First Round,54,False,20,"Dayton, OH",Louisville,1,Morehead State,16
2009,"March 20, 2009",West,First Round,57,False,1,"Boise, ID",Marquette,6,Utah State,11
2009,"March 20, 2009",Midwest,First Round,62,False,15,"Minneapolis, MN",Michigan State,2,Robert Morris,15
2009,"March 20, 2009",West,First Round,59,False,19,"Boise, ID",Missouri,3,Cornell,14
2009,"March 20, 2009",East,First Round,75,False,2,"Dayton, OH",Oklahoma State,8,Tennessee,9
2009,"March 20, 2009",East,First Round,62,False,10,"Dayton, OH",Pitt,1,ETSU,16
2009,"March 20, 2009",Midwest,First Round,72,False,2,"Dayton, OH",Siena,9,Ohio State,8
2009,"March 20, 2009",Midwest,First Round,55,False,17,"Minneapolis, MN",USC,10,Boston College,7
2009,"March 20, 2009",South,First Round,44,False,15,"Miami, FL",Syracuse,3,Stephen F. Austin,14
2009,"March 20, 2009",East,First Round,59,True,2,"Boise, ID",Wisconsin,12,Florida State,5
2009,"March 20, 2009",East,First Round,59,False,18,"Boise, ID",Xavier,4,Portland State,13
2009,"March 19, 2009",West,First Round,47,False,56,"Philadelphia, PA",UConn,1,Chattanooga,16
2009,"March 19, 2009",East,First Round,62,False,24,"Greensboro, NC",Duke,2,Binghamton,15
2009,"March 19, 2009",South,First Round,64,False,13,"Portland, OR",Gonzaga,4,Akron,13
2009,"March 19, 2009",South,First Round,71,False,4,"Greensboro, NC",LSU,8,Butler,9
2009,"March 19, 2009",West,First Round,71,False,13,"Kansas City, MO",Maryland,10,California,7
2009,"March 19, 2009",West,First Round,70,False,11,"Kansas City, MO",Memphis,2,Cal State Northridge,15
2009,"March 19, 2009",South,First Round,59,False,3,"Kansas City, MO",Michigan,10,Clemson,7
2009,"March 19, 2009",South,First Round,58,False,43,"Greensboro, NC",UNC,1,Radford,16
2009,"March 19, 2009",South,First Round,54,False,28,"Kansas City, MO",Oklahoma,2,Morgan State,15
2009,"March 19, 2009",West,First Round,56,False,5,"Portland, OR",Purdue,5,Northern Iowa,12
2009,"March 19, 2009",East,First Round,62,False,14,"Greensboro, NC",Texas,7,Minnesota,10
2009,"March 19, 2009",West,First Round,66,False,13,"Philadelphia, PA",Texas A&M,9,BYU,8
2009,"March 19, 2009",East,First Round,64,False,1,"Philadelphia, PA",UCLA,6,VCU,11
2009,"March 19, 2009",East,First Round,67,False,13,"Philadelphia, PA",Villanova,3,American,14
2009,"March 19, 2009",West,First Round,58,False,13,"Portland, OR",Washington,4,Mississippi State,13
2009,"March 19, 2009",South,First Round,72,False,4,"Portland, OR",Western Kentucky,12,Illinois,5
2009,"March 17, 2009",Midwest,Opening Round,43,False,15,"Dayton, OH",Morehead State,16,Alabama State,16
2008,"April 7, 2008",National,National Final,68,True,7,"San Antonio, TX",Kansas,1,Memphis,1
2008,"April 5, 2008",National,National Semifinal,66,False,18,"San Antonio, TX",Kansas,1,UNC,1
2008,"April 5, 2008",National,National Semifinal,63,False,15,"San Antonio, TX",Memphis,1,UCLA,1
2008,"March 30, 2008",Midwest,Regional Final,57,False,2,"Detroit, MI",Kansas,1,Davidson,10
2008,"March 30, 2008",South,Regional Final,67,False,18,"Houston, TX",Memphis,1,Texas,2
2008,"March 29, 2008",East,Regional Final,73,False,10,"Charlotte, NC",UNC,1,Louisville,3
2008,"March 29, 2008",West,Regional Final,57,False,19,"Phoenix, AZ",UCLA,1,Xavier,3
2008,"March 28, 2008",Midwest,Regional Semifinal,56,False,17,"Detroit, MI",Davidson,10,Wisconsin,3
2008,"March 28, 2008",Midwest,Regional Semifinal,57,False,15,"Detroit, MI",Kansas,1,Villanova,12
2008,"March 28, 2008",South,Regional Semifinal,74,False,18,"Houston, TX",Memphis,1,Michigan State,5
2008,"March 28, 2008",South,Regional Semifinal,62,False,20,"Houston, TX",Texas,2,Stanford,3
2008,"March 27, 2008",East,Regional Semifinal,60,False,19,"Charlotte, NC",Louisville,3,Tennessee,2
2008,"March 27, 2008",East,Regional Semifinal,47,False,21,"Charlotte, NC",UNC,1,Washington State,4
2008,"March 27, 2008",West,Regional Semifinal,78,False,10,"Phoenix, AZ",UCLA,1,Western Kentucky,12
2008,"March 27, 2008",West,Regional Semifinal,75,True,4,"Phoenix, AZ",Xavier,3,West Virginia,7
2008,"March 23, 2008",Midwest,Second Round,70,False,4,"Raleigh, NC",Davidson,10,Georgetown,2
2008,"March 23, 2008",East,Second Round,48,False,30,"Birmingham, AL",Louisville,3,Oklahoma,6
2008,"March 23, 2008",South,Second Round,74,False,3,"Little Rock, AR",Memphis,1,Mississippi State,8
2008,"March 23, 2008",East,Second Round,77,False,31,"Raleigh, NC",UNC,1,Arkansas,9
